plate_number,brand,model,department_id,standard_fuel_per_100km,usage_date,daily_km,fuel_liters
07 AAA 061,Renault,Boxer,3,25.55,2024-01-27,244,66.37
07 AAA 061,Renault,Boxer,3,25.55,2024-01-28,288,78.54
07 AAA 061,Renault,Boxer,3,25.55,2024-01-29,262,74.84
07 AAA 061,Renault,Boxer,3,25.55,2024-01-30,161,43.1
07 AAA 061,Renault,Boxer,3,25.55,2024-01-31,243,63.91
07 AAA 061,Renault,Boxer,3,25.55,2024-02-01,286,63.44
07 AAA 061,Renault,Boxer,3,25.55,2024-02-02,296,90.01
07 AAA 061,Renault,Boxer,3,25.55,2024-02-03,234,51.07
07 AAA 061,Renault,Boxer,3,25.55,2024-02-04,85,29.45
07 AAA 061,Renault,Boxer,3,25.55,2024-02-05,117,30.51
07 AAA 061,Renault,Boxer,3,25.55,2024-02-06,95,30.13
07 AAA 061,Renault,Boxer,3,25.55,2024-02-07,94,29.77
07 AAA 061,Renault,Boxer,3,25.55,2024-02-08,53,14.53
07 AAA 061,Renault,Boxer,3,25.55,2024-02-09,56,16.62
07 AAA 061,Renault,Boxer,3,25.55,2024-02-10,247,54.15
07 AAA 061,Renault,Boxer,3,25.55,2024-02-11,200,70.29
07 AAA 061,Renault,Boxer,3,25.55,2024-02-12,274,103.66
07 AAA 061,Renault,Boxer,3,25.55,2024-02-13,105,34.13
07 AAA 061,Renault,Boxer,3,25.55,2024-02-14,57,11.92
07 AAA 061,Renault,Boxer,3,25.55,2024-02-15,183,62.94
07 AAA 061,Renault,Boxer,3,25.55,2024-02-16,268,88.48
07 AAA 061,Renault,Boxer,3,25.55,2024-02-17,213,78.82
07 AAA 061,Renault,Boxer,3,25.55,2024-02-18,168,49.84
07 AAA 061,Renault,Boxer,3,25.55,2024-02-19,54,12.95
07 AAA 061,Renault,Boxer,3,25.55,2024-02-20,261,90.88
07 AAA 061,Renault,Boxer,3,25.55,2024-02-21,268,102.43
07 AAA 061,Renault,Boxer,3,25.55,2024-02-22,119,27.27
07 AAA 061,Renault,Boxer,3,25.55,2024-02-23,139,51.21
07 AAA 061,Renault,Boxer,3,25.55,2024-02-24,113,37.96
07 AAA 061,Renault,Boxer,3,25.55,2024-02-25,232,82.17
07 AAA 061,Renault,Boxer,3,25.55,2024-02-26,193,55.6
07 AAA 061,Renault,Boxer,3,25.55,2024-02-27,206,65.44
07 AAA 061,Renault,Boxer,3,25.55,2024-02-28,215,67.67
07 AAA 061,Renault,Boxer,3,25.55,2024-02-29,161,39.3
07 AAA 061,Renault,Boxer,3,25.55,2024-03-01,268,75.75
07 AAA 061,Renault,Boxer,3,25.55,2024-03-02,50,14.51
07 AAA 061,Renault,Boxer,3,25.55,2024-03-03,91,28.35
07 AAA 061,Renault,Boxer,3,25.55,2024-03-04,245,64.11
07 AAA 061,Renault,Boxer,3,25.55,2024-03-05,155,57.29
07 AAA 061,Renault,Boxer,3,25.55,2024-03-06,230,61.72
07 AAA 061,Renault,Boxer,3,25.55,2024-03-07,258,54.23
07 AAA 061,Renault,Boxer,3,25.55,2024-03-08,267,71.12
07 AAA 061,Renault,Boxer,3,25.55,2024-03-09,281,78.28
07 AAA 061,Renault,Boxer,3,25.55,2024-03-10,230,73.67
07 AAA 061,Renault,Boxer,3,25.55,2024-03-11,178,58.34
07 AAA 061,Renault,Boxer,3,25.55,2024-03-12,298,87.94
07 AAA 061,Renault,Boxer,3,25.55,2024-03-13,135,50.35
07 AAA 061,Renault,Boxer,3,25.55,2024-03-14,58,16.01
07 AAA 061,Renault,Boxer,3,25.55,2024-03-15,166,43.79
07 AAA 061,Renault,Boxer,3,25.55,2024-03-16,186,59.39
07 AAA 061,Renault,Boxer,3,25.55,2024-03-17,116,28.71
07 AAA 061,Renault,Boxer,3,25.55,2024-03-18,245,75.12
07 AAA 061,Renault,Boxer,3,25.55,2024-03-19,281,92.49
07 AAA 061,Renault,Boxer,3,25.55,2024-03-20,118,37.33
07 AAA 061,Renault,Boxer,3,25.55,2024-03-21,278,101.43
07 AAA 061,Renault,Boxer,3,25.55,2024-03-22,162,59.42
07 AAA 061,Renault,Boxer,3,25.55,2024-03-23,210,61.42
07 AAA 061,Renault,Boxer,3,25.55,2024-03-24,48,15.95
07 AAA 061,Renault,Boxer,3,25.55,2024-03-25,215,61.64
07 AAA 061,Renault,Boxer,3,25.55,2024-03-26,90,26.7
07 AAA 061,Renault,Boxer,3,25.55,2024-03-27,225,70.4
07 AAA 061,Renault,Boxer,3,25.55,2024-03-28,243,61.07
07 AAA 061,Renault,Boxer,3,25.55,2024-03-29,220,46.55
07 AAA 061,Renault,Boxer,3,25.55,2024-03-30,81,26.43
07 AAA 061,Renault,Boxer,3,25.55,2024-03-31,90,24.48
07 AAA 061,Renault,Boxer,3,25.55,2024-04-01,170,45.17
07 AAA 061,Renault,Boxer,3,25.55,2024-04-02,69,16.16
07 AAA 061,Renault,Boxer,3,25.55,2024-04-03,220,45.15
07 AAA 061,Renault,Boxer,3,25.55,2024-04-04,89,20.62
07 AAA 061,Renault,Boxer,3,25.55,2024-04-05,169,45.13
07 AAA 061,Renault,Boxer,3,25.55,2024-04-06,76,19.2
07 AAA 061,Renault,Boxer,3,25.55,2024-04-07,112,31.03
07 AAA 061,Renault,Boxer,3,25.55,2024-04-08,233,82.3
07 AAA 061,Renault,Boxer,3,25.55,2024-04-09,226,61.42
07 AAA 061,Renault,Boxer,3,25.55,2024-04-10,238,55.63
07 AAA 061,Renault,Boxer,3,25.55,2024-04-11,170,62.66
07 AAA 061,Renault,Boxer,3,25.55,2024-04-12,153,34.97
07 AAA 061,Renault,Boxer,3,25.55,2024-04-13,53,16.97
07 AAA 061,Renault,Boxer,3,25.55,2024-04-14,218,82.21
07 AAA 061,Renault,Boxer,3,25.55,2024-04-15,146,47.05
07 AAA 061,Renault,Boxer,3,25.55,2024-04-16,300,89.23
07 AAA 061,Renault,Boxer,3,25.55,2024-04-17,118,24.91
07 AAA 061,Renault,Boxer,3,25.55,2024-04-18,234,57.76
07 AAA 061,Renault,Boxer,3,25.55,2024-04-19,168,41.85
07 AAA 061,Renault,Boxer,3,25.55,2024-04-20,265,95.18
07 AAA 061,Renault,Boxer,3,25.55,2024-04-21,127,32.61
07 AAA 061,Renault,Boxer,3,25.55,2024-04-22,261,87.8
07 AAA 061,Renault,Boxer,3,25.55,2024-04-23,257,73.31
07 AAA 061,Renault,Boxer,3,25.55,2024-04-24,119,33.11
07 AAA 061,Renault,Boxer,3,25.55,2024-04-25,284,95.26
07 AAA 061,Renault,Boxer,3,25.55,2024-04-26,59,20.64
07 AAA 061,Renault,Boxer,3,25.55,2024-04-27,185,61.26
07 AAA 061,Renault,Boxer,3,25.55,2024-04-28,275,78.26
07 AAA 061,Renault,Boxer,3,25.55,2024-04-29,68,23.37
07 AAA 062,Fiat,Boxer,4,7.05,2024-01-01,207,18.95
07 AAA 062,Fiat,Boxer,4,7.05,2024-01-02,124,12.7
07 AAA 062,Fiat,Boxer,4,7.05,2024-01-03,273,28.64
07 AAA 062,Fiat,Boxer,4,7.05,2024-01-04,111,9.58
07 AAA 062,Fiat,Boxer,4,7.05,2024-01-05,151,12.47
07 AAA 062,Fiat,Boxer,4,7.05,2024-01-06,162,9.3
07 AAA 062,Fiat,Boxer,4,7.05,2024-01-07,142,8.7
07 AAA 062,Fiat,Boxer,4,7.05,2024-01-08,267,23.49
07 AAA 062,Fiat,Boxer,4,7.05,2024-01-09,91,7.05
07 AAA 062,Fiat,Boxer,4,7.05,2024-01-10,73,7.02
07 AAA 062,Fiat,Boxer,4,7.05,2024-01-11,158,8.97
07 AAA 062,Fiat,Boxer,4,7.05,2024-01-12,138,13.59
07 AAA 062,Fiat,Boxer,4,7.05,2024-01-13,185,12.25
07 AAA 062,Fiat,Boxer,4,7.05,2024-01-14,47,3.79
07 AAA 062,Fiat,Boxer,4,7.05,2024-01-15,195,15.91
07 AAA 062,Fiat,Boxer,4,7.05,2024-01-16,157,15.53
07 AAA 062,Fiat,Boxer,4,7.05,2024-01-17,211,21.46
07 AAA 062,Fiat,Boxer,4,7.05,2024-01-18,285,24.05
07 AAA 062,Fiat,Boxer,4,7.05,2024-01-19,186,11.63
07 AAA 062,Fiat,Boxer,4,7.05,2024-01-20,164,13.31
07 AAA 062,Fiat,Boxer,4,7.05,2024-01-21,259,25.12
07 AAA 062,Fiat,Boxer,4,7.05,2024-01-22,135,7.63
07 AAA 062,Fiat,Boxer,4,7.05,2024-01-23,53,3.39
07 AAA 062,Fiat,Boxer,4,7.05,2024-01-24,119,10.19
07 AAA 062,Fiat,Boxer,4,7.05,2024-01-25,168,16.67
07 AAA 062,Fiat,Boxer,4,7.05,2024-01-26,251,25.6
07 AAA 062,Fiat,Boxer,4,7.05,2024-01-27,190,15.02
07 AAA 062,Fiat,Boxer,4,7.05,2024-01-28,145,13.5
07 AAA 062,Fiat,Boxer,4,7.05,2024-01-29,55,3.35
07 AAA 062,Fiat,Boxer,4,7.05,2024-01-30,90,5.7
07 AAA 062,Fiat,Boxer,4,7.05,2024-01-31,206,14.11
07 AAA 062,Fiat,Boxer,4,7.05,2024-02-01,120,7.43
07 AAA 062,Fiat,Boxer,4,7.05,2024-02-02,233,15.0
07 AAA 062,Fiat,Boxer,4,7.05,2024-02-03,158,10.1
07 AAA 062,Fiat,Boxer,4,7.05,2024-02-04,191,11.25
07 AAA 062,Fiat,Boxer,4,7.05,2024-02-05,150,11.49
07 AAA 062,Fiat,Boxer,4,7.05,2024-02-06,224,22.82
07 AAA 062,Fiat,Boxer,4,7.05,2024-02-07,232,20.51
07 AAA 062,Fiat,Boxer,4,7.05,2024-02-08,241,21.88
07 AAA 062,Fiat,Boxer,4,7.05,2024-02-09,207,13.39
07 AAA 062,Fiat,Boxer,4,7.05,2024-02-10,299,28.74
07 AAA 062,Fiat,Boxer,4,7.05,2024-02-11,270,19.0
07 AAA 062,Fiat,Boxer,4,7.05,2024-02-12,232,16.67
07 AAA 062,Fiat,Boxer,4,7.05,2024-02-13,263,24.69
07 AAA 062,Fiat,Boxer,4,7.05,2024-02-14,49,4.22
07 AAA 062,Fiat,Boxer,4,7.05,2024-02-15,121,10.93
07 AAA 062,Fiat,Boxer,4,7.05,2024-02-16,59,4.41
07 AAA 062,Fiat,Boxer,4,7.05,2024-02-17,196,19.33
07 AAA 062,Fiat,Boxer,4,7.05,2024-02-18,54,3.58
07 AAA 062,Fiat,Boxer,4,7.05,2024-02-19,177,11.55
07 AAA 062,Fiat,Boxer,4,7.05,2024-02-20,134,10.63
07 AAA 062,Fiat,Boxer,4,7.05,2024-02-21,284,29.63
07 AAA 062,Fiat,Boxer,4,7.05,2024-02-22,83,5.51
07 AAA 062,Fiat,Boxer,4,7.05,2024-02-23,94,9.88
07 AAA 062,Fiat,Boxer,4,7.05,2024-02-24,164,10.82
07 AAA 062,Fiat,Boxer,4,7.05,2024-02-25,280,22.96
07 AAA 062,Fiat,Boxer,4,7.05,2024-02-26,109,8.69
07 AAA 062,Fiat,Boxer,4,7.05,2024-02-27,113,10.35
07 AAA 062,Fiat,Boxer,4,7.05,2024-02-28,223,21.38
07 AAA 062,Fiat,Boxer,4,7.05,2024-02-29,261,25.03
07 AAA 062,Fiat,Boxer,4,7.05,2024-03-01,54,5.35
07 AAA 062,Fiat,Boxer,4,7.05,2024-03-02,227,13.77
07 AAA 062,Fiat,Boxer,4,7.05,2024-03-03,108,9.08
07 AAA 062,Fiat,Boxer,4,7.05,2024-03-04,169,17.05
07 AAA 062,Fiat,Boxer,4,7.05,2024-03-05,204,14.58
07 AAA 062,Fiat,Boxer,4,7.05,2024-03-06,271,22.32
07 AAA 062,Fiat,Boxer,4,7.05,2024-03-07,274,26.86
07 AAA 062,Fiat,Boxer,4,7.05,2024-03-08,109,9.47
07 AAA 062,Fiat,Boxer,4,7.05,2024-03-09,204,14.57
07 AAA 062,Fiat,Boxer,4,7.05,2024-03-10,205,18.9
07 AAA 062,Fiat,Boxer,4,7.05,2024-03-11,131,12.88
07 AAA 062,Fiat,Boxer,4,7.05,2024-03-12,258,24.25
07 AAA 062,Fiat,Boxer,4,7.05,2024-03-13,166,11.6
07 AAA 062,Fiat,Boxer,4,7.05,2024-03-14,193,20.33
07 AAA 062,Fiat,Boxer,4,7.05,2024-03-15,207,21.53
07 AAA 062,Fiat,Boxer,4,7.05,2024-03-16,167,17.29
07 AAA 062,Fiat,Boxer,4,7.05,2024-03-17,150,8.86
07 AAA 062,Fiat,Boxer,4,7.05,2024-03-18,248,17.65
07 AAA 062,Fiat,Boxer,4,7.05,2024-03-19,105,7.67
07 AAA 062,Fiat,Boxer,4,7.05,2024-03-20,294,16.74
07 AAA 062,Fiat,Boxer,4,7.05,2024-03-21,132,12.6
07 AAA 062,Fiat,Boxer,4,7.05,2024-03-22,118,9.28
07 AAA 062,Fiat,Boxer,4,7.05,2024-03-23,278,27.28
07 AAA 062,Fiat,Boxer,4,7.05,2024-03-24,178,14.42
07 AAA 062,Fiat,Boxer,4,7.05,2024-03-25,44,4.28
07 AAA 062,Fiat,Boxer,4,7.05,2024-03-26,202,16.79
07 AAA 062,Fiat,Boxer,4,7.05,2024-03-27,295,20.2
07 AAA 062,Fiat,Boxer,4,7.05,2024-03-28,84,8.24
07 AAA 062,Fiat,Boxer,4,7.05,2024-03-29,267,15.72
07 AAA 062,Fiat,Boxer,4,7.05,2024-03-30,147,10.37
07 AAA 062,Fiat,Boxer,4,7.05,2024-03-31,83,6.32
07 AAA 062,Fiat,Boxer,4,7.05,2024-04-01,94,6.88
07 AAA 062,Fiat,Boxer,4,7.05,2024-04-02,130,11.36
07 AAA 062,Fiat,Boxer,4,7.05,2024-04-03,90,9.03
07 AAA 062,Fiat,Boxer,4,7.05,2024-04-04,147,11.79
07 AAA 062,Fiat,Boxer,4,7.05,2024-04-05,187,19.72
07 AAA 062,Fiat,Boxer,4,7.05,2024-04-06,272,20.05
07 AAA 062,Fiat,Boxer,4,7.05,2024-04-07,208,20.47
07 AAA 062,Fiat,Boxer,4,7.05,2024-04-08,61,6.1
07 AAA 062,Fiat,Boxer,4,7.05,2024-04-09,60,4.88
07 AAA 062,Fiat,Boxer,4,7.05,2024-04-10,174,14.22
07 AAA 062,Fiat,Boxer,4,7.05,2024-04-11,287,16.28
07 AAA 062,Fiat,Boxer,4,7.05,2024-04-12,231,21.27
07 AAA 062,Fiat,Boxer,4,7.05,2024-04-13,243,14.04
07 AAA 062,Fiat,Boxer,4,7.05,2024-04-14,82,5.85
07 AAA 062,Fiat,Boxer,4,7.05,2024-04-15,219,19.91
07 AAA 062,Fiat,Boxer,4,7.05,2024-04-16,294,27.82
07 AAA 062,Fiat,Boxer,4,7.05,2024-04-17,115,9.96
07 AAA 062,Fiat,Boxer,4,7.05,2024-04-18,206,11.94
07 AAA 062,Fiat,Boxer,4,7.05,2024-04-19,94,7.75
07 AAA 062,Fiat,Boxer,4,7.05,2024-04-20,143,9.42
07 AAA 062,Fiat,Boxer,4,7.05,2024-04-21,128,9.4
07 AAA 062,Fiat,Boxer,4,7.05,2024-04-22,182,19.03
07 AAA 062,Fiat,Boxer,4,7.05,2024-04-23,143,12.16
07 AAA 062,Fiat,Boxer,4,7.05,2024-04-24,133,13.08
07 AAA 062,Fiat,Boxer,4,7.05,2024-04-25,67,5.19
07 AAA 062,Fiat,Boxer,4,7.05,2024-04-26,150,11.86
07 AAA 062,Fiat,Boxer,4,7.05,2024-04-27,244,14.89
07 AAA 062,Fiat,Boxer,4,7.05,2024-04-28,88,8.58
07 AAA 062,Fiat,Boxer,4,7.05,2024-04-29,124,8.11
07 AAA 063,Ford,Transit,1,12.13,2024-01-01,223,23.84
07 AAA 063,Ford,Transit,1,12.13,2024-01-02,199,23.14
07 AAA 063,Ford,Transit,1,12.13,2024-01-03,134,15.09
07 AAA 063,Ford,Transit,1,12.13,2024-01-04,294,39.89
07 AAA 063,Ford,Transit,1,12.13,2024-01-05,254,33.36
07 AAA 063,Ford,Transit,1,12.13,2024-01-06,76,12.2
07 AAA 063,Ford,Transit,1,12.13,2024-01-07,119,12.56
07 AAA 063,Ford,Transit,1,12.13,2024-01-08,147,21.86
07 AAA 063,Ford,Transit,1,12.13,2024-01-09,206,29.94
07 AAA 063,Ford,Transit,1,12.13,2024-01-10,299,33.87
07 AAA 063,Ford,Transit,1,12.13,2024-01-11,288,35.44
07 AAA 063,Ford,Transit,1,12.13,2024-01-12,68,9.71
07 AAA 063,Ford,Transit,1,12.13,2024-01-13,225,31.62
07 AAA 063,Ford,Transit,1,12.13,2024-01-14,198,21.93
07 AAA 063,Ford,Transit,1,12.13,2024-01-15,223,24.28
07 AAA 063,Ford,Transit,1,12.13,2024-01-16,74,11.65
07 AAA 063,Ford,Transit,1,12.13,2024-01-17,239,28.94
07 AAA 063,Ford,Transit,1,12.13,2024-01-18,260,28.65
07 AAA 063,Ford,Transit,1,12.13,2024-01-19,243,32.81
07 AAA 063,Ford,Transit,1,12.13,2024-01-20,83,14.15
07 AAA 063,Ford,Transit,1,12.13,2024-01-21,255,44.38
07 AAA 063,Ford,Transit,1,12.13,2024-01-22,170,22.75
07 AAA 063,Ford,Transit,1,12.13,2024-01-23,232,30.67
07 AAA 063,Ford,Transit,1,12.13,2024-01-24,45,7.87
07 AAA 063,Ford,Transit,1,12.13,2024-01-25,213,37.37
07 AAA 063,Ford,Transit,1,12.13,2024-01-26,201,22.12
07 AAA 063,Ford,Transit,1,12.13,2024-01-27,232,24.68
07 AAA 063,Ford,Transit,1,12.13,2024-01-28,221,30.9
07 AAA 063,Ford,Transit,1,12.13,2024-01-29,268,26.91
07 AAA 063,Ford,Transit,1,12.13,2024-01-30,174,19.81
07 AAA 063,Ford,Transit,1,12.13,2024-01-31,72,12.45
07 AAA 063,Ford,Transit,1,12.13,2024-02-01,162,27.3
07 AAA 063,Ford,Transit,1,12.13,2024-02-02,195,19.32
07 AAA 063,Ford,Transit,1,12.13,2024-02-03,66,9.9
07 AAA 063,Ford,Transit,1,12.13,2024-02-04,150,22.93
07 AAA 063,Ford,Transit,1,12.13,2024-02-05,41,4.64
07 AAA 063,Ford,Transit,1,12.13,2024-02-06,114,16.17
07 AAA 063,Ford,Transit,1,12.13,2024-02-07,203,33.31
07 AAA 063,Ford,Transit,1,12.13,2024-02-08,185,27.07
07 AAA 063,Ford,Transit,1,12.13,2024-02-09,83,11.44
07 AAA 063,Ford,Transit,1,12.13,2024-02-10,227,27.1
07 AAA 063,Ford,Transit,1,12.13,2024-02-11,149,16.85
07 AAA 063,Ford,Transit,1,12.13,2024-02-12,182,28.77
07 AAA 063,Ford,Transit,1,12.13,2024-02-13,61,9.45
07 AAA 063,Ford,Transit,1,12.13,2024-02-14,205,33.49
07 AAA 063,Ford,Transit,1,12.13,2024-02-15,240,30.21
07 AAA 063,Ford,Transit,1,12.13,2024-02-16,241,38.41
07 AAA 063,Ford,Transit,1,12.13,2024-02-17,144,21.42
07 AAA 063,Ford,Transit,1,12.13,2024-02-18,94,16.56
07 AAA 063,Ford,Transit,1,12.13,2024-02-19,123,22.28
07 AAA 063,Ford,Transit,1,12.13,2024-02-20,76,7.41
07 AAA 063,Ford,Transit,1,12.13,2024-02-21,226,34.98
07 AAA 063,Ford,Transit,1,12.13,2024-02-22,219,33.91
07 AAA 063,Ford,Transit,1,12.13,2024-02-23,66,11.96
07 AAA 063,Ford,Transit,1,12.13,2024-02-24,135,21.97
07 AAA 063,Ford,Transit,1,12.13,2024-02-25,97,9.82
07 AAA 063,Ford,Transit,1,12.13,2024-02-26,223,39.52
07 AAA 063,Ford,Transit,1,12.13,2024-02-27,116,19.78
07 AAA 063,Ford,Transit,1,12.13,2024-02-28,244,42.64
07 AAA 063,Ford,Transit,1,12.13,2024-02-29,194,32.59
07 AAA 063,Ford,Transit,1,12.13,2024-03-01,286,32.03
07 AAA 063,Ford,Transit,1,12.13,2024-03-02,89,12.33
07 AAA 063,Ford,Transit,1,12.13,2024-03-03,218,36.12
07 AAA 063,Ford,Transit,1,12.13,2024-03-04,108,15.96
07 AAA 063,Ford,Transit,1,12.13,2024-03-05,163,16.53
07 AAA 063,Ford,Transit,1,12.13,2024-03-06,251,27.58
07 AAA 063,Ford,Transit,1,12.13,2024-03-07,131,16.36
07 AAA 063,Ford,Transit,1,12.13,2024-03-08,72,10.59
07 AAA 063,Ford,Transit,1,12.13,2024-03-09,220,36.48
07 AAA 063,Ford,Transit,1,12.13,2024-03-10,211,31.74
07 AAA 063,Ford,Transit,1,12.13,2024-03-11,300,44.57
07 AAA 063,Ford,Transit,1,12.13,2024-03-12,88,13.92
07 AAA 063,Ford,Transit,1,12.13,2024-03-13,224,30.72
07 AAA 063,Ford,Transit,1,12.13,2024-03-14,75,8.0
07 AAA 063,Ford,Transit,1,12.13,2024-03-15,166,17.33
07 AAA 063,Ford,Transit,1,12.13,2024-03-16,46,5.02
07 AAA 063,Ford,Transit,1,12.13,2024-03-17,194,33.32
07 AAA 063,Ford,Transit,1,12.13,2024-03-18,269,31.98
07 AAA 063,Ford,Transit,1,12.13,2024-03-19,56,8.25
07 AAA 063,Ford,Transit,1,12.13,2024-03-20,63,8.66
07 AAA 063,Ford,Transit,1,12.13,2024-03-21,170,28.25
07 AAA 063,Ford,Transit,1,12.13,2024-03-22,146,25.18
07 AAA 063,Ford,Transit,1,12.13,2024-03-23,280,41.22
07 AAA 063,Ford,Transit,1,12.13,2024-03-24,139,20.16
07 AAA 063,Ford,Transit,1,12.13,2024-03-25,255,24.79
07 AAA 063,Ford,Transit,1,12.13,2024-03-26,152,27.41
07 AAA 063,Ford,Transit,1,12.13,2024-03-27,73,8.55
07 AAA 063,Ford,Transit,1,12.13,2024-03-28,144,15.14
07 AAA 063,Ford,Transit,1,12.13,2024-03-29,81,12.58
07 AAA 063,Ford,Transit,1,12.13,2024-03-30,210,22.16
07 AAA 063,Ford,Transit,1,12.13,2024-03-31,192,26.68
07 AAA 063,Ford,Transit,1,12.13,2024-04-01,67,9.94
07 AAA 063,Ford,Transit,1,12.13,2024-04-02,80,13.52
07 AAA 063,Ford,Transit,1,12.13,2024-04-03,136,14.85
07 AAA 063,Ford,Transit,1,12.13,2024-04-04,114,20.3
07 AAA 063,Ford,Transit,1,12.13,2024-04-05,164,22.28
07 AAA 063,Ford,Transit,1,12.13,2024-04-06,269,45.52
07 AAA 063,Ford,Transit,1,12.13,2024-04-07,205,29.82
07 AAA 063,Ford,Transit,1,12.13,2024-04-08,161,23.93
07 AAA 063,Ford,Transit,1,12.13,2024-04-09,221,34.34
07 AAA 063,Ford,Transit,1,12.13,2024-04-10,280,27.5
07 AAA 063,Ford,Transit,1,12.13,2024-04-11,176,24.42
07 AAA 063,Ford,Transit,1,12.13,2024-04-12,107,12.48
07 AAA 063,Ford,Transit,1,12.13,2024-04-13,103,10.45
07 AAA 063,Ford,Transit,1,12.13,2024-04-14,137,21.53
07 AAA 063,Ford,Transit,1,12.13,2024-04-15,43,6.62
07 AAA 063,Ford,Transit,1,12.13,2024-04-16,219,33.43
07 AAA 063,Ford,Transit,1,12.13,2024-04-17,189,31.39
07 AAA 063,Ford,Transit,1,12.13,2024-04-18,77,8.71
07 AAA 063,Ford,Transit,1,12.13,2024-04-19,239,23.22
07 AAA 063,Ford,Transit,1,12.13,2024-04-20,80,11.79
07 AAA 063,Ford,Transit,1,12.13,2024-04-21,129,20.49
07 AAA 063,Ford,Transit,1,12.13,2024-04-22,111,11.89
07 AAA 063,Ford,Transit,1,12.13,2024-04-23,51,6.69
07 AAA 063,Ford,Transit,1,12.13,2024-04-24,106,18.52
07 AAA 063,Ford,Transit,1,12.13,2024-04-25,225,30.55
07 AAA 063,Ford,Transit,1,12.13,2024-04-26,76,7.78
07 AAA 063,Ford,Transit,1,12.13,2024-04-27,242,40.4
07 AAA 063,Ford,Transit,1,12.13,2024-04-28,235,29.37
07 AAA 063,Ford,Transit,1,12.13,2024-04-29,289,39.23
07 AAA 064,Volkswagen,Boxer,4,7.14,2024-01-01,228,22.52
07 AAA 064,Volkswagen,Boxer,4,7.14,2024-01-02,211,16.33
07 AAA 064,Volkswagen,Boxer,4,7.14,2024-01-03,62,5.87
07 AAA 064,Volkswagen,Boxer,4,7.14,2024-01-04,145,9.46
07 AAA 064,Volkswagen,Boxer,4,7.14,2024-01-05,266,21.82
07 AAA 064,Volkswagen,Boxer,4,7.14,2024-01-06,232,16.99
07 AAA 064,Volkswagen,Boxer,4,7.14,2024-01-07,167,14.02
07 AAA 064,Volkswagen,Boxer,4,7.14,2024-01-08,106,10.32
07 AAA 064,Volkswagen,Boxer,4,7.14,2024-01-09,69,5.27
07 AAA 064,Volkswagen,Boxer,4,7.14,2024-01-10,275,17.27
07 AAA 064,Volkswagen,Boxer,4,7.14,2024-01-11,105,10.9
07 AAA 064,Volkswagen,Boxer,4,7.14,2024-01-12,58,5.98
07 AAA 064,Volkswagen,Boxer,4,7.14,2024-01-13,266,26.99
07 AAA 064,Volkswagen,Boxer,4,7.14,2024-01-14,81,7.05
07 AAA 064,Volkswagen,Boxer,4,7.14,2024-01-15,240,23.69
07 AAA 064,Volkswagen,Boxer,4,7.14,2024-01-16,45,3.04
07 AAA 064,Volkswagen,Boxer,4,7.14,2024-01-17,170,14.05
07 AAA 064,Volkswagen,Boxer,4,7.14,2024-01-18,167,17.59
07 AAA 064,Volkswagen,Boxer,4,7.14,2024-01-19,225,20.86
07 AAA 064,Volkswagen,Boxer,4,7.14,2024-01-20,183,10.82
07 AAA 064,Volkswagen,Boxer,4,7.14,2024-01-21,48,4.61
07 AAA 064,Volkswagen,Boxer,4,7.14,2024-01-22,129,13.61
07 AAA 064,Volkswagen,Boxer,4,7.14,2024-01-23,117,8.51
07 AAA 064,Volkswagen,Boxer,4,7.14,2024-01-24,63,6.68
07 AAA 064,Volkswagen,Boxer,4,7.14,2024-01-25,106,6.49
07 AAA 064,Volkswagen,Boxer,4,7.14,2024-01-26,83,8.49
07 AAA 064,Volkswagen,Boxer,4,7.14,2024-01-27,246,18.77
07 AAA 064,Volkswagen,Boxer,4,7.14,2024-01-28,148,12.94
07 AAA 064,Volkswagen,Boxer,4,7.14,2024-01-29,105,10.54
07 AAA 064,Volkswagen,Boxer,4,7.14,2024-01-30,284,26.57
07 AAA 064,Volkswagen,Boxer,4,7.14,2024-01-31,265,24.14
07 AAA 064,Volkswagen,Boxer,4,7.14,2024-02-01,142,13.0
07 AAA 064,Volkswagen,Boxer,4,7.14,2024-02-02,109,9.44
07 AAA 064,Volkswagen,Boxer,4,7.14,2024-02-03,260,20.79
07 AAA 064,Volkswagen,Boxer,4,7.14,2024-02-04,292,20.52
07 AAA 064,Volkswagen,Boxer,4,7.14,2024-02-05,291,17.33
07 AAA 064,Volkswagen,Boxer,4,7.14,2024-02-06,89,8.04
07 AAA 064,Volkswagen,Boxer,4,7.14,2024-02-07,245,18.95
07 AAA 064,Volkswagen,Boxer,4,7.14,2024-02-08,195,11.73
07 AAA 064,Volkswagen,Boxer,4,7.14,2024-02-09,79,4.9
07 AAA 064,Volkswagen,Boxer,4,7.14,2024-02-10,130,8.03
07 AAA 064,Volkswagen,Boxer,4,7.14,2024-02-11,239,19.08
07 AAA 064,Volkswagen,Boxer,4,7.14,2024-02-12,69,4.99
07 AAA 064,Volkswagen,Boxer,4,7.14,2024-02-13,109,7.43
07 AAA 064,Volkswagen,Boxer,4,7.14,2024-02-14,244,21.0
07 AAA 064,Volkswagen,Boxer,4,7.14,2024-02-15,79,6.08
07 AAA 064,Volkswagen,Boxer,4,7.14,2024-02-16,47,3.63
07 AAA 064,Volkswagen,Boxer,4,7.14,2024-02-17,280,25.61
07 AAA 064,Volkswagen,Boxer,4,7.14,2024-02-18,50,4.85
